Referência,Data,Data de check-in,Data de check-out,Aluguer com imposto,Aluguer sem imposto,Imposto do aluguer,Extras com imposto,Extras sem imposto,Imposto dos extras,Total da reserva com imposto,Total da reserva sem imposto,Total imposto,Pagamento,Pendente,Nome alojamento,Localidade,Portal,Comissão portal/intermediário: comissão calculada,Comissão portal/intermediário: comissão personalizada
1117,13-12-2022,30-12-2022,02-01-2023,0,0,0,0,0,0,0,0,0,0,0,269,Florianópolis,,,
1118,30-11-2022,03-01-2023,09-01-2023,0,0,0,0,0,0,0,0,0,0,0,190,Florianópolis,Airbnb.com,0,
1119,18-01-2023,10-02-2023,11-02-2023,2203.2,2203.2,0,206,206,0,2409.2,2409.2,0,2409.2,0,295,Florianópolis,Airbnb.com,372.17,372.1700134277344
1120,30-12-2022,19-01-2023,24-01-2023,1068,1068,0,0,0,0,1068,1068,0,0,1068,396,Florianópolis,,,
1121,04-01-2023,28-01-2023,06-02-2023,0,0,0,0,0,0,0,0,0,0,0,103,Florianópolis,,,
1122,18-12-2022,16-01-2023,24-01-2023,0,0,0,0,0,0,0,0,0,0,0,387,Florianópolis,,,
1123,18-01-2023,05-02-2023,06-02-2023,1434.4,1434.4,0,218,218,0,1652.4,1652.4,0,1652.4,0,199,Florianópolis,Airbnb.com,255.26,255.2599945068359
1124,25-01-2023,17-03-2023,22-03-2023,53.11,53.11,0,0,0,0,53.11,53.11,0,0,53.11,383,Florianópolis,,,
1125,18-12-2022,09-01-2023,13-01-2023,1135.11,1135.11,0,185,185,0,1320.11,1320.11,0,0,1320.11,251,Florianópolis,Anfitrioesdealuguel.com.br,113.51,
1126,03-12-2022,19-12-2022,20-12-2022,2704,2704,0,233,233,0,2937,2937,0,2937,0,206,Florianópolis,Airbnb.com,453.71,453.7099914550781
1127,27-12-2022,18-02-2023,23-02-2023,0,0,0,0,0,0,0,0,0,0,0,396,Itapema,,,
1128,13-12-2022,18-12-2022,19-12-2022,0,0,0,0,0,0,0,0,0,0,0,222,Florianópolis,,,
1129,13-01-2023,19-01-2023,25-01-2023,0,0,0,0,0,0,0,0,0,0,0,188,Florianópolis,,,
1130,29-11-2022,07-12-2022,12-12-2022,0,0,0,206,206,0,206,206,0,0,206,363,Florianópolis,,,
1131,30-12-2022,03-01-2023,07-01-2023,0,0,0,206,206,0,206,206,0,0,206,243,Florianópolis,,,
1132,20-01-2023,22-01-2023,28-01-2023,0,0,0,206,206,0,206,206,0,0,206,287,Florianópolis,,,
1133,04-01-2023,27-01-2023,28-01-2023,0,0,0,206,206,0,206,206,0,0,206,306,Florianópolis,,,
1134,09-01-2023,10-01-2023,13-01-2023,0,0,0,206,206,0,206,206,0,0,206,351,Florianópolis,,,
1135,09-01-2023,24-01-2023,30-01-2023,0,0,0,206,206,0,206,206,0,0,206,128,Florianópolis,,,
1136,28-12-2022,10-01-2023,13-01-2023,1690,1690,0,301,301,0,1991,1991,0,1991,0,325,Balneário Camboriú,Airbnb.com,307.57,307.5700073242188
1137,20-12-2022,22-12-2022,23-12-2022,4524,4524,0,290,290,0,4814,4814,0,4814,0,100,Balneário Camboriú,Airbnb.com,743.64,743.6400146484375
1138,05-12-2022,19-01-2023,24-01-2023,4602,4602,0,297,297,0,4899,4899,0,4899,0,306,Florianópolis,Airbnb.com,756.8099999999999,756.8099975585938
1139,07-12-2022,22-12-2022,25-12-2022,0,0,0,0,0,0,0,0,0,0,0,130,Florianópolis,,,
1140,10-12-2022,28-12-2022,06-01-2023,1821,1821,0,165,165,0,1986,1986,0,2246,0,129,Florianópolis,Airbnb.com,346.96,346.9599914550781
1141,27-12-2022,02-02-2023,08-02-2023,2284.8,2284.8,0,218,218,0,2502.8,2502.8,0,2502.8,0,257,Balneário Camboriú,Airbnb.com,386.63,386.6300048828125
1142,16-12-2022,13-02-2023,14-02-2023,2312,2312,0,453,453,0,2765,2765,0,2765,0,165,Florianópolis,Airbnb.com,427.11,427.1099853515625
1143,13-12-2022,17-12-2022,18-12-2022,2219.26,2219.26,0,174,174,0,2393.26,2393.26,0,2393.26,0,128,Florianópolis,Booking.com,,311.1199951171875
1144,08-01-2023,19-01-2023,21-01-2023,4415.58,4415.58,0,71,71,0,4486.58,4486.58,0,4557.58,0,313,Florianópolis,,,
1145,07-01-2023,27-01-2023,02-02-2023,560,560,0,0,0,0,560,560,0,560,0,249,Florianópolis,,,
1146,17-12-2022,27-01-2023,02-02-2023,2193,2193,0,271,271,0,2464,2464,0,2464,0,381,Florianópolis,Airbnb.com,380.64,380.6400146484375
1147,18-12-2022,19-12-2022,23-12-2022,0,0,0,0,0,0,0,0,0,0,0,346,Florianópolis,,,
1148,04-01-2023,09-02-2023,14-02-2023,0,0,0,0,0,0,0,0,0,0,0,263,Florianópolis,,,
1149,10-12-2022,22-12-2022,25-12-2022,0,0,0,0,0,0,0,0,0,0,0,354,Florianópolis,,,
1150,05-01-2023,04-02-2023,14-02-2023,1360.8,1360.8,0,0,0,0,1360.8,1360.8,0,1156.68,0,275,Florianópolis,Airbnb.com,204.12,204.1199951171875
1151,12-01-2023,19-01-2023,23-01-2023,0,0,0,0,0,0,0,0,0,0,0,178,Florianópolis,,,
1152,28-11-2022,03-12-2022,05-12-2022,2000,2000,0,224,224,0,2224,2224,0,2224,0,110,Florianópolis,Airbnb.com,343.56,343.5599975585938
1153,07-12-2022,08-12-2022,12-12-2022,2732,2732,0,271,271,0,3003,3003,0,3003,0,147,Florianópolis,Airbnb.com,463.9,463.8999938964844
1154,29-11-2022,09-01-2023,16-01-2023,3977.6,3977.6,0,271,271,0,4248.6,4248.6,0,4248.6,0,356,Florianópolis,Airbnb.com,656.3200000000001,656.3200073242188
1155,21-01-2023,18-02-2023,21-02-2023,0,0,0,0,0,0,0,0,0,739.5,0,260,Florianópolis,Airbnb.com,0,
1156,08-12-2022,12-12-2022,13-12-2022,2454,2454,0,201,201,0,2655,2655,0,2655,0,325,Balneário Camboriú,Airbnb.com,410.16,410.1600036621094
1157,16-12-2022,20-12-2022,21-12-2022,0,0,0,0,0,0,0,0,0,0,0,235,Florianópolis,,,
1158,25-12-2022,18-01-2023,25-01-2023,0,0,0,0,0,0,0,0,0,0,0,384,Florianópolis,,,
1159,24-01-2023,25-01-2023,28-01-2023,4037,4037,0,219,219,0,4256,4256,0,4256,0,270,Florianópolis,Airbnb.com,657.46,657.4600219726562
1160,04-12-2022,11-12-2022,15-12-2022,1685,1685,0,201,201,0,1886,1886,0,1886,0,182,Florianópolis,Airbnb.com,291.35,291.3500061035156
1161,04-01-2023,15-02-2023,20-02-2023,1101.6,1101.6,0,237,237,0,1338.6,1338.6,0,1338.6,0,197,Florianópolis,Airbnb.com,206.79,206.7899932861328
1162,04-01-2023,13-02-2023,14-02-2023,2159,2159,0,182,182,0,2341,2341,0,2341,0,263,Florianópolis,Airbnb.com,361.64,361.6400146484375
1163,03-01-2023,04-02-2023,15-02-2023,1142,1142,0,218,218,0,1360,1360,0,1360,0,319,Florianópolis,Airbnb.com,210.09,210.0899963378906
1164,30-12-2022,16-02-2023,26-02-2023,1608,1608,0,305,305,0,1913,1913,0,1913,0,172,Florianópolis,Airbnb.com,295.52,295.5199890136719
1165,09-01-2023,10-01-2023,20-01-2023,78.25,78.25,0,0,0,0,78.25,78.25,0,0,78.25,257,Florianópolis,,,
1166,11-12-2022,29-12-2022,30-12-2022,2665.6,2665.6,0,237,237,0,2902.6,2902.6,0,2902.6,0,151,Balneário Camboriú,Airbnb.com,448.38,448.3800048828125
1167,27-12-2022,27-12-2022,15-02-2023,3792.35,3792.35,0,213,213,0,4005.35,4005.35,0,4005.35,0,142,Florianópolis,Booking.com,,520.7000122070312
1168,14-01-2023,18-02-2023,26-02-2023,0,0,0,233,233,0,233,233,0,0,233,269,Florianópolis,,,
1169,04-01-2023,11-01-2023,17-01-2023,2528,2528,0,165,165,0,2693,2693,0,2693,0,161,Itapema,Airbnb.com,416.01,416.010009765625
1170,08-01-2023,08-01-2023,16-01-2023,0,0,0,0,0,0,0,0,0,0,0,292,Florianópolis,,,
1171,23-12-2022,28-12-2022,03-01-2023,0,0,0,0,0,0,0,0,0,0,0,395,Florianópolis,,,
1172,07-12-2022,08-12-2022,11-12-2022,5971.2,5971.2,0,351,351,0,6322.2,6322.2,0,6322.2,0,297,Florianópolis,Airbnb.com,976.65,976.6500244140625
1173,07-01-2023,12-03-2023,13-03-2023,3825,3825,0,271,271,0,4096,4096,0,4096,0,392,Florianópolis,Airbnb.com,632.75,632.75
1174,26-01-2023,02-02-2023,05-02-2023,0,0,0,232,232,0,232,232,0,0,232,256,Florianópolis,,,
1175,14-12-2022,29-01-2023,30-01-2023,1740,1740,0,165,165,0,1905,1905,0,1905,0,116,Florianópolis,Airbnb.com,294.28,294.2799987792969
1176,04-01-2023,09-02-2023,23-02-2023,2088,2088,0,165,165,0,2253,2253,0,2253,0,165,Florianópolis,Airbnb.com,348.04,348.0400085449219
1177,11-12-2022,30-12-2022,02-01-2023,2761.6,2761.6,0,218,218,0,2979.6,2979.6,0,2979.6,0,227,Florianópolis,Airbnb.com,460.29,460.2900085449219
1178,27-12-2022,30-01-2023,06-02-2023,326.1,326.1,0,0,0,0,326.1,326.1,0,0,326.1,123,Florianópolis,,,
1179,25-01-2023,14-04-2023,19-04-2023,220,220,0,0,0,0,220,220,0,0,220,288,Florianópolis,,,
1180,04-01-2023,12-01-2023,13-01-2023,0,0,0,0,0,0,0,0,0,0,0,359,Florianópolis,,,
1181,29-12-2022,06-01-2023,09-01-2023,0,0,0,0,0,0,0,0,0,0,0,367,Florianópolis,,,
1182,25-01-2023,16-02-2023,20-02-2023,0,0,0,348,348,0,348,348,0,0,348,150,Florianópolis,,,
1183,08-12-2022,10-12-2022,16-12-2022,0,0,0,0,0,0,0,0,0,0,0,383,Florianópolis,,,
1184,13-12-2022,29-12-2022,30-12-2022,4519,4519,0,305,305,0,4824,4824,0,4824,0,198,Florianópolis,Airbnb.com,745.21,745.2100219726562
1185,05-01-2023,08-01-2023,09-01-2023,994,994,0,183,183,0,1177,1177,0,1177,0,127,Florianópolis,Airbnb.com,181.82,181.8200073242188
1186,04-12-2022,03-01-2023,13-01-2023,0,0,0,0,0,0,0,0,0,0,0,389,Florianópolis,,,
1187,07-01-2023,31-01-2023,10-02-2023,0,0,0,305,305,0,305,305,0,0,305,341,Florianópolis,,,
1188,04-12-2022,30-12-2022,03-01-2023,8740,8740,0,296,296,0,9036,9036,0,9036,0,281,Florianópolis,Airbnb.com,1395.88,1395.880004882812
1189,03-01-2023,12-01-2023,13-01-2023,2009.05,2009.05,0,210,210,0,2219.05,2219.05,0,0,2219.05,326,Florianópolis,Anfitrioesdealuguel.com.br,200.905,
1190,26-12-2022,26-12-2022,27-12-2022,6108,6108,0,218,218,0,6326,6326,0,6326,0,152,Florianópolis,Airbnb.com,977.26,977.260009765625
1191,09-01-2023,21-01-2023,25-01-2023,104,104,0,0,0,0,104,104,0,0,493,199,Florianópolis,,,
1192,29-12-2022,13-01-2023,16-01-2023,6205,6205,0,285,285,0,6490,6490,0,6490,0,294,Florianópolis,Airbnb.com,1002.58,1002.580017089844
1193,28-11-2022,15-12-2022,16-12-2022,2056,2056,0,232,232,0,2288,2288,0,2288,0,252,Florianópolis,Airbnb.com,353.45,353.4500122070312
1194,14-01-2023,30-01-2023,01-02-2023,6774,6774,0,251,251,0,7025,7025,0,7025,0,293,Florianópolis,Airbnb.com,1085.22,1085.219970703125
1195,29-12-2022,30-12-2022,02-01-2023,192,192,0,0,0,0,192,192,0,192,0,201,Florianópolis,,,
1196,23-01-2023,23-02-2023,28-02-2023,0,0,0,0,0,0,0,0,0,0,0,268,Florianópolis,,,
1197,29-11-2022,04-01-2023,09-01-2023,0,0,0,187,187,0,187,187,0,0,187,107,Florianópolis,,,
1198,29-12-2022,21-01-2023,26-01-2023,1479.83,1479.83,0,187,187,0,1666.83,1666.83,0,1853.83,0,339,Florianópolis,Anfitrioesdealuguel.com.br,147.982,
1199,27-11-2022,31-12-2022,01-01-2023,1783,1783,0,244,244,0,2027,2027,0,2027,0,325,Florianópolis,Airbnb.com,313.13,313.1300048828125
1200,11-12-2022,20-12-2022,23-12-2022,3845.09,3845.09,0,290,290,0,4135.09,4135.09,0,4135.09,0,237,Florianópolis,Booking.com,,537.5599975585938
1201,23-12-2022,28-12-2022,29-12-2022,1873,1873,0,228,228,0,2101,2101,0,2101,0,392,Florianópolis,Airbnb.com,324.56,324.5599975585938
1202,04-01-2023,17-01-2023,20-01-2023,2342,2342,0,174,174,0,2516,2516,0,2516,0,244,Florianópolis,Airbnb.com,388.67,388.6700134277344
1203,29-12-2022,11-02-2023,18-02-2023,4767.27,4767.27,0,198,198,0,4965.27,4965.27,0,4965.27,0,149,Florianópolis,Anfitrioesdealuguel.com.br,476.727,
1204,17-01-2023,02-02-2023,05-02-2023,859.79,859.79,0,344,344,0,1203.79,1203.79,0,1203.79,0,156,Florianópolis,Booking.com,,156.4900054931641
1205,11-01-2023,02-02-2023,05-02-2023,0,0,0,0,0,0,0,0,0,0,0,185,Balneário Camboriú,,,
1206,06-12-2022,08-12-2022,12-12-2022,1593,1593,0,228,228,0,1821,1821,0,1821,0,134,Florianópolis,Airbnb.com,281.31,281.3099975585938
1207,18-01-2023,23-01-2023,28-01-2023,0,0,0,0,0,0,0,0,0,0,0,387,Florianópolis,,,
1208,21-01-2023,03-03-2023,12-03-2023,0,0,0,0,0,0,0,0,0,0,0,163,Florianópolis,,,
1209,24-12-2022,16-02-2023,17-02-2023,2593,2593,0,207,207,0,2800,2800,0,0,0,175,Florianópolis,Airbnb.com,432.54,432.5400085449219
1210,02-12-2022,10-01-2023,14-01-2023,1747,1747,0,228,228,0,1975,1975,0,1975,0,380,Florianópolis,Airbnb.com,305.12,305.1199951171875
1211,07-01-2023,11-01-2023,12-01-2023,880.8,880.8,0,217,217,0,1097.8,1097.8,0,1097.8,0,175,Florianópolis,Airbnb.com,169.59,169.5899963378906
1212,05-01-2023,06-01-2023,11-01-2023,0,0,0,0,0,0,0,0,0,184,0,318,Florianópolis,Booking.com,,
1213,06-12-2022,29-12-2022,02-01-2023,1338.5,1338.5,0,183,183,0,1521.5,1521.5,0,1521.5,0,111,Florianópolis,Booking.com,,197.7899932861328
1214,18-01-2023,21-01-2023,26-01-2023,3366,3366,0,271,271,0,3637,3637,0,3637,0,195,Florianópolis,Airbnb.com,561.84,561.8400268554688
1215,23-01-2023,30-01-2023,01-02-2023,651,651,0,0,0,0,651,651,0,0,775.9400000000001,352,Florianópolis,,,
1216,06-12-2022,09-12-2022,17-12-2022,0,0,0,0,0,0,0,0,0,0,0,128,Florianópolis,,,
1217,19-12-2022,02-01-2023,03-01-2023,11911.9,11911.9,0,705,705,0,12616.9,12616.9,0,12616.9,0,300,Balneário Camboriú,Booking.com,,1640.199951171875
1218,05-12-2022,23-01-2023,05-02-2023,3942.4,3942.4,0,0,0,0,3942.4,3942.4,0,3351.04,0,374,Florianópolis,Airbnb.com,591.36,591.3599853515625
1219,12-01-2023,21-03-2023,26-03-2023,0,0,0,0,0,0,0,0,0,0,0,159,Florianópolis,,,
1220,21-12-2022,08-01-2023,14-01-2023,3092.03,3092.03,0,213,213,0,3305.03,3305.03,0,3305.03,0,147,Florianópolis,Booking.com,,429.6499938964844
1221,12-01-2023,13-01-2023,17-01-2023,3363,3363,0,286,286,0,3649,3649,0,3649,0,359,Florianópolis,Airbnb.com,563.7,563.7000122070312
1222,18-01-2023,19-01-2023,20-01-2023,0,0,0,0,0,0,0,0,0,0,0,152,Florianópolis,Airbnb.com,0,
1223,28-11-2022,03-12-2022,06-12-2022,650,650,0,0,0,0,650,650,0,0,650,365,Florianópolis,,,
1224,07-01-2023,17-02-2023,22-02-2023,0,0,0,0,0,0,0,0,0,0,232,366,Florianópolis,,,
1225,03-12-2022,09-12-2022,10-12-2022,1818,1818,0,168,168,0,1986,1986,0,1986,0,379,Florianópolis,Airbnb.com,306.8,306.7999877929688
1226,23-01-2023,24-01-2023,25-01-2023,3170,3170,0,362,362,0,3532,3532,0,3532,0,278,Florianópolis,Airbnb.com,545.61,545.6099853515625
1227,29-11-2022,18-01-2023,17-02-2023,0,0,0,0,0,0,0,0,0,0,0,114,Florianópolis,,,
1228,14-12-2022,29-12-2022,03-01-2023,502.53,502.53,0,0,0,0,502.53,502.53,0,0,502.53,129,Balneário Camboriú,,,
1229,11-01-2023,01-02-2023,10-02-2023,542,542,0,185,185,0,727,727,0,727,0,255,Florianópolis,Airbnb.com,112.31,112.3099975585938
1230,05-01-2023,07-01-2023,13-01-2023,2342,2342,0,227,227,0,2569,2569,0,2569,0,260,Florianópolis,Airbnb.com,396.86,396.8599853515625
1231,06-01-2023,18-02-2023,25-02-2023,0,0,0,0,0,0,0,0,0,0,0,155,Florianópolis,Booking.com,,
1232,14-01-2023,06-04-2023,07-04-2023,0,0,0,0,0,0,0,0,0,0,0,305,Florianópolis,,,
1233,19-01-2023,02-03-2023,10-03-2023,1903,1903,0,172,172,0,2075,2075,0,2075,0,129,Florianópolis,Airbnb.com,320.55,320.5499877929688
1234,26-12-2022,05-01-2023,08-01-2023,1340,1340,0,261,261,0,1601,1601,0,1601,0,124,Florianópolis,Airbnb.com,247.32,247.3200073242188
1235,25-01-2023,13-02-2023,23-02-2023,1168.14,1168.14,0,236,236,0,1404.14,1404.14,0,1404.14,0,376,Florianópolis,Booking.com,,182.5399932861328
1236,12-01-2023,01-04-2023,08-04-2023,0,0,0,0,0,0,0,0,0,0,0,356,Florianópolis,,,
1237,11-01-2023,13-01-2023,22-01-2023,0,0,0,0,0,0,0,0,0,0,0,149,Florianópolis,,,
1238,13-12-2022,03-01-2023,04-01-2023,1294,1294,0,287,287,0,1581,1581,0,1581,0,348,Florianópolis,Airbnb.com,244.23,244.2299957275391
1239,05-01-2023,05-01-2023,08-01-2023,1653,1653,0,274,274,0,1927,1927,0,1927,0,243,Florianópolis,Airbnb.com,297.68,297.6799926757812
1240,05-01-2023,04-01-2023,31-01-2023,1090,1090,0,185,185,0,1275,1275,0,1275,0,227,Florianópolis,Airbnb.com,196.96,196.9600067138672
1241,04-01-2023,05-01-2023,08-01-2023,3904,3904,0,323,323,0,4227,4227,0,4227,0,195,Florianópolis,Airbnb.com,652.99,652.989990234375
1242,16-01-2023,29-01-2023,01-02-2023,0,0,0,0,0,0,0,0,0,0,0,287,Balneário Camboriú,,,
1243,15-12-2022,21-01-2023,28-01-2023,2588,2588,0,333,333,0,2921,2921,0,2921,0,243,Florianópolis,Airbnb.com,451.24,451.239990234375
1244,12-01-2023,13-01-2023,19-01-2023,0,0,0,0,0,0,0,0,0,0,0,143,Balneário Camboriú,,,
1245,30-12-2022,13-02-2023,14-02-2023,0,0,0,0,0,0,0,0,0,0,0,362,Florianópolis,,,
1246,09-01-2023,01-03-2023,13-03-2023,1333.22,1333.22,0,274,274,0,1607.22,1607.22,0,1607.22,0,388,Balneário Camboriú,Booking.com,,208.9400024414062
1247,28-12-2022,03-01-2023,08-01-2023,1572.12,1572.12,0,177,177,0,1749.12,1749.12,0,1749.12,0,286,Florianópolis,Booking.com,,227.3899993896484
1248,11-12-2022,22-01-2023,23-01-2023,2247.88,2247.88,0,344,344,0,2591.88,2591.88,0,2591.88,0,170,Florianópolis,Booking.com,,336.9400024414062
1249,08-01-2023,22-01-2023,30-01-2023,9344,9344,0,359,359,0,9703,9703,0,9703,0,172,Florianópolis,Airbnb.com,1498.92,1498.920043945312
1250,11-12-2022,10-01-2023,16-01-2023,0,0,0,0,0,0,0,0,0,1941.31,0,184,Florianópolis,Airbnb.com,0,
1251,02-01-2023,03-01-2023,09-01-2023,4788.78,4788.78,0,465,465,0,5253.78,5253.78,0,5253.78,0,238,Florianópolis,Booking.com,,682.989990234375
1252,31-12-2022,17-02-2023,25-02-2023,0,0,0,0,0,0,0,0,0,0,0,164,Florianópolis,,,
1253,10-12-2022,16-12-2022,24-12-2022,3809.95,3809.95,0,192,192,0,4001.95,4001.95,0,4001.95,0,390,Florianópolis,Booking.com,,520.25
1254,18-01-2023,25-02-2023,04-03-2023,2055.2,2055.2,0,217,217,0,2272.2,2272.2,0,2272.2,0,129,Florianópolis,Airbnb.com,351.01,351.010009765625
1255,12-12-2022,19-01-2023,24-01-2023,1195,1195,0,170,170,0,1365,1365,0,1365,0,242,Florianópolis,Airbnb.com,210.87,210.8699951171875
1256,18-12-2022,22-01-2023,29-01-2023,0,0,0,0,0,0,0,0,0,0,0,113,Florianópolis,,,
1257,03-01-2023,12-02-2023,13-02-2023,0,0,0,0,0,0,0,0,0,0,0,182,Florianópolis,Booking.com,,
1258,17-01-2023,27-02-2023,28-02-2023,3025,3025,0,210,210,0,3235,3235,0,3235,0,182,Florianópolis,Airbnb.com,499.74,499.739990234375
1259,06-01-2023,18-02-2023,26-02-2023,6564,6564,0,271,271,0,6835,6835,0,6835,0,298,Itapema,Airbnb.com,1055.87,1055.869995117188
1260,07-12-2022,27-12-2022,02-01-2023,2476.88,2476.88,0,184,184,0,2660.88,2660.88,0,2660.88,0,197,Florianópolis,Booking.com,,345.9100036621094
1261,16-12-2022,06-01-2023,10-01-2023,1993,1993,0,453,453,0,2446,2446,0,2446,0,104,Itapema,Airbnb.com,377.86,377.8599853515625
1262,13-01-2023,22-01-2023,23-01-2023,0,0,0,0,0,0,0,0,0,0,0,138,Florianópolis,Booking.com,,
1263,13-01-2023,04-02-2023,05-02-2023,2350,2350,0,200,200,0,2550,2550,0,2550,0,161,Florianópolis,Airbnb.com,393.92,393.9200134277344
1264,07-01-2023,12-02-2023,19-02-2023,6598.52,6598.52,0,521,521,0,7119.52,7119.52,0,7119.52,0,111,Balneário Camboriú,Booking.com,,925.5399780273438
1265,24-01-2023,24-02-2023,27-02-2023,5941,5941,0,373,373,0,6314,6314,0,6314,0,108,Florianópolis,Airbnb.com,975.39,975.3900146484375
1266,10-01-2023,06-03-2023,11-03-2023,2150.08,2150.08,0,183,183,0,2333.08,2333.08,0,2333.08,0,208,Florianópolis,Booking.com,,303.2999877929688
1267,24-01-2023,31-01-2023,05-02-2023,1800,1800,0,217,217,0,2017,2017,0,2017,0,135,Florianópolis,Airbnb.com,311.59,311.5899963378906
1268,15-01-2023,22-02-2023,23-02-2023,661,661,0,164,164,0,825,825,0,825,0,366,Florianópolis,Airbnb.com,127.47,127.4700012207031
1269,04-12-2022,05-12-2022,10-12-2022,0,0,0,0,0,0,0,0,0,0,0,226,Florianópolis,,,
1270,22-01-2023,24-01-2023,29-01-2023,2247,2247,0,183,183,0,2430,2430,0,2430,0,372,Florianópolis,Airbnb.com,375.39,375.3900146484375
1271,08-12-2022,09-12-2022,19-12-2022,2351,2351,0,187,187,0,2538,2538,0,2538,0,204,Florianópolis,Airbnb.com,392.07,392.0700073242188
1272,27-11-2022,18-12-2022,25-12-2022,3517.87,3517.87,0,247,247,0,3764.87,3764.87,0,3764.87,0,343,Florianópolis,Booking.com,,489.4299926757812
1273,11-01-2023,06-02-2023,16-02-2023,2068,2068,0,437,437,0,2505,2505,0,2505,0,289,Florianópolis,Airbnb.com,386.97,386.9700012207031
1274,03-01-2023,09-01-2023,12-01-2023,2983,2983,0,297,297,0,3280,3280,0,3280,0,398,Bombinhas,Airbnb.com,506.69,506.6900024414062
1275,27-12-2022,30-12-2022,02-01-2023,0,0,0,0,0,0,0,0,0,0,0,244,Florianópolis,,,
1276,12-12-2022,16-12-2022,17-12-2022,0,0,0,0,0,0,0,0,0,0,0,299,Florianópolis,Booking.com,,
1277,19-01-2023,29-03-2023,30-03-2023,0,0,0,0,0,0,0,0,0,0,0,378,Florianópolis,Anfitrioesdealuguel.com.br,0,
1278,07-01-2023,25-01-2023,28-01-2023,3004,3004,0,301,301,0,3305,3305,0,3305,0,261,Florianópolis,Airbnb.com,510.56,510.5599975585938
1279,28-12-2022,18-01-2023,22-01-2023,0,0,0,0,0,0,0,0,0,0,0,171,Florianópolis,,,
1280,14-01-2023,18-02-2023,25-02-2023,2324.8,2324.8,0,196,196,0,2520.8,2520.8,0,2520.8,0,204,Florianópolis,Airbnb.com,389.41,389.4100036621094
1281,09-12-2022,09-12-2022,12-12-2022,496.46,496.46,0,0,0,0,496.46,496.46,0,0,496.46,335,Florianópolis,,,
1282,27-11-2022,12-01-2023,18-01-2023,2331,2331,0,423,423,0,2754,2754,0,2754,0,134,Florianópolis,Airbnb.com,425.44,425.4400024414062
1283,04-01-2023,22-02-2023,23-02-2023,0,0,0,0,0,0,0,0,0,0,0,306,Florianópolis,,,
1284,14-01-2023,27-01-2023,30-01-2023,0,0,0,0,0,0,0,0,0,0,0,368,Florianópolis,,,
1285,25-01-2023,11-03-2023,18-03-2023,8451,8451,0,261,261,0,8712,8712,0,8712,0,256,Florianópolis,Airbnb.com,1345.84,1345.839965820312
1286,05-12-2022,12-01-2023,13-01-2023,1327.2,1327.2,0,196,196,0,1523.2,1523.2,0,1523.2,0,176,Florianópolis,Airbnb.com,235.3,235.3000030517578
1287,01-12-2022,16-12-2022,17-12-2022,8880,8880,0,423,423,0,9303,9303,0,9303,0,284,Florianópolis,Airbnb.com,1437.13,1437.130004882812
1288,17-01-2023,18-01-2023,21-01-2023,1283,1283,0,191,191,0,1474,1474,0,1474,0,164,Florianópolis,Airbnb.com,227.7,227.6999969482422
1289,03-01-2023,14-01-2023,18-01-2023,0,0,0,227,227,0,227,227,0,0,227,326,Florianópolis,,,
1290,19-12-2022,23-12-2022,28-12-2022,1244,1244,0,170,170,0,1414,1414,0,1414,0,355,Florianópolis,Airbnb.com,218.43,218.4299926757812
1291,02-12-2022,26-12-2022,27-12-2022,1046.5,1046.5,0,137,137,0,1183.5,1183.5,0,1183.5,0,253,Florianópolis,Booking.com,,153.8500061035156
1292,03-01-2023,01-03-2023,02-03-2023,8557.77,8557.77,0,270,270,0,8827.77,8827.77,0,8827.77,0,147,Florianópolis,Booking.com,,1147.609985351562
1293,27-11-2022,26-12-2022,31-12-2022,0,0,0,0,0,0,0,0,0,0,0,269,Florianópolis,,,
1294,22-01-2023,20-03-2023,31-03-2023,1876,1876,0,174,174,0,2050,2050,0,2050,0,321,Florianópolis,Airbnb.com,316.68,316.6799926757812
1295,13-01-2023,16-01-2023,25-01-2023,0,0,0,0,0,0,0,0,0,0,0,241,Florianópolis,,,
1296,21-12-2022,22-12-2022,23-12-2022,0,0,0,0,0,0,0,0,0,0,0,252,Balneário Camboriú,,,
1297,05-12-2022,23-12-2022,24-12-2022,0,0,0,0,0,0,0,0,0,0,0,280,Florianópolis,Airbnb.com,0,
1298,12-01-2023,18-02-2023,25-02-2023,4344,4344,0,178,178,0,4522,4522,0,4522,0,224,Florianópolis,Airbnb.com,698.5599999999999,698.5599975585938
1299,18-12-2022,17-01-2023,23-01-2023,0,0,0,0,0,0,0,0,0,0,0,276,Florianópolis,,,
1300,03-12-2022,05-02-2023,06-02-2023,0,0,0,0,0,0,0,0,0,0,0,223,Florianópolis,,,
1301,22-12-2022,02-01-2023,10-01-2023,0,0,0,0,0,0,0,0,0,0,0,129,Florianópolis,,,
1302,22-12-2022,03-01-2023,07-01-2023,0,0,0,0,0,0,0,0,0,0,0,351,Florianópolis,,,
1303,14-12-2022,17-12-2022,23-12-2022,0,0,0,0,0,0,0,0,0,0,0,267,Florianópolis,,,
1304,22-12-2022,30-12-2022,02-01-2023,0,0,0,0,0,0,0,0,0,0,0,248,Florianópolis,Airbnb.com,0,
1305,17-12-2022,26-01-2023,04-02-2023,5683,5683,0,401,401,0,6084,6084,0,6084,0,220,Florianópolis,Airbnb.com,939.86,939.8599853515625
1306,23-12-2022,23-12-2022,27-12-2022,7579,7579,0,201,201,0,7780,7780,0,7780,0,107,Florianópolis,Airbnb.com,1201.85,1201.849975585938
